aliquot_id,sample_type
TCGA-AR-A1AN-10A-01D-A12M-02,Blood Derived Normal
TCGA-AR-A1AN-10A-01D-A12Q-09,Blood Derived Normal
TCGA-AR-A1AN-10A-01W-A14O-09,Blood Derived Normal
TCGA-AR-A1AN-10A-01D-A12N-01,Blood Derived Normal
TCGA-AR-A1AN-01A-11R-A12P-07,Primary Tumor
TCGA-AR-A1AN-01A-11D-A12M-02,Primary Tumor
TCGA-AR-A1AN-01A-11D-A12Q-09,Primary Tumor
TCGA-AR-A1AN-01A-11D-A12R-05,Primary Tumor
TCGA-AR-A1AN-01A-11W-A14O-09,Primary Tumor
TCGA-AR-A1AN-01A-11R-A12O-13,Primary Tumor
TCGA-AR-A1AN-01A-11D-A12N-01,Primary Tumor
TCGA-E9-A1RI-11A-41D-A16A-05,Solid Tissue Normal
TCGA-E9-A1RI-11A-41R-A169-07,Solid Tissue Normal
TCGA-E9-A1RI-11A-41R-A168-13,Solid Tissue Normal
TCGA-E9-A1RI-01A-11D-A166-01,Primary Tumor
TCGA-E9-A1RI-01A-11D-A165-02,Primary Tumor
TCGA-E9-A1RI-01A-11D-A16A-05,Primary Tumor
TCGA-E9-A1RI-01A-11D-A167-09,Primary Tumor
TCGA-E9-A1RI-01A-11R-A169-07,Primary Tumor
TCGA-E9-A1RI-01A-11R-A168-13,Primary Tumor
TCGA-E9-A1RI-01A-11W-A184-09,Primary Tumor
TCGA-E9-A1RI-10A-01D-A166-01,Blood Derived Normal
TCGA-E9-A1RI-10A-01W-A184-09,Blood Derived Normal
TCGA-E9-A1RI-10A-01D-A165-02,Blood Derived Normal
TCGA-E9-A1RI-10A-01D-A167-09,Blood Derived Normal
TCGA-BH-A18L-11A-42D-A12E-05,Solid Tissue Normal
TCGA-BH-A18L-11A-42D-A129-02,Solid Tissue Normal
TCGA-BH-A18L-11A-42W-A12S-09,Solid Tissue Normal
TCGA-BH-A18L-11A-42D-A12A-01,Solid Tissue Normal
TCGA-BH-A18L-11A-42R-A12D-07,Solid Tissue Normal
TCGA-BH-A18L-11A-42R-A12C-13,Solid Tissue Normal
TCGA-BH-A18L-11A-42D-A12B-09,Solid Tissue Normal
TCGA-BH-A18L-01A-32W-A12S-09,Primary Tumor
TCGA-BH-A18L-01A-32D-A12A-01,Primary Tumor
TCGA-BH-A18L-01A-32D-A12E-05,Primary Tumor
TCGA-BH-A18L-01A-32R-A12D-07,Primary Tumor
TCGA-BH-A18L-01A-32R-A12C-13,Primary Tumor
TCGA-BH-A18L-01A-32D-A12B-09,Primary Tumor
TCGA-BH-A18L-01A-32D-A129-02,Primary Tumor
TCGA-E9-A1NA-11A-33R-A144-07,Solid Tissue Normal
TCGA-E9-A1NA-11A-33D-A145-05,Solid Tissue Normal
TCGA-E9-A1NA-11A-33R-A143-13,Solid Tissue Normal
TCGA-E9-A1NA-01A-11R-A143-13,Primary Tumor
TCGA-E9-A1NA-01A-11D-A142-09,Primary Tumor
TCGA-E9-A1NA-01A-11D-A145-05,Primary Tumor
TCGA-E9-A1NA-01A-11W-A187-09,Primary Tumor
TCGA-E9-A1NA-01A-11R-A144-07,Primary Tumor
TCGA-E9-A1NA-01A-11D-A141-01,Primary Tumor
TCGA-E9-A1NA-01A-11D-A140-02,Primary Tumor
TCGA-E9-A1NA-10A-01D-A142-09,Blood Derived Normal
TCGA-E9-A1NA-10A-01D-A140-02,Blood Derived Normal
TCGA-E9-A1NA-10A-01W-A187-09,Blood Derived Normal
TCGA-E9-A1NA-10A-01D-A141-01,Blood Derived Normal
TCGA-A8-A0A2-01A-11X-A048-08,Primary Tumor
TCGA-A8-A0A2-01A-11D-A044-08,Primary Tumor
TCGA-A8-A0A2-01A-11X-A049-09,Primary Tumor
TCGA-A8-A0A2-01A-11D-A045-09,Primary Tumor
TCGA-A8-A0A2-01A-11D-A036-01,Primary Tumor
TCGA-A8-A0A2-01A-11R-A034-07,Primary Tumor
TCGA-A8-A0A2-01A-11W-A051-08,Primary Tumor
TCGA-A8-A0A2-01A-11D-A032-05,Primary Tumor
TCGA-A8-A0A2-01A-11R-A035-13,Primary Tumor
TCGA-A8-A0A2-01A-11W-A050-09,Primary Tumor
TCGA-A8-A0A2-01A-11D-A033-02,Primary Tumor
TCGA-A8-A0A2-10A-01D-A037-01,Blood Derived Normal
TCGA-A8-A0A2-10A-01W-A053-08,Blood Derived Normal
TCGA-A8-A0A2-10A-01D-A047-09,Blood Derived Normal
TCGA-A8-A0A2-10A-01D-A046-08,Blood Derived Normal
TCGA-A8-A0A2-10A-01X-A054-09,Blood Derived Normal
TCGA-A8-A0A2-10A-01W-A055-09,Blood Derived Normal
TCGA-A8-A0A2-10A-01D-A031-02,Blood Derived Normal
TCGA-A8-A0A2-10A-01X-A052-08,Blood Derived Normal
TCGA-E2-A1LL-01A-11R-A143-13,Primary Tumor
TCGA-E2-A1LL-01A-11D-A142-09,Primary Tumor
TCGA-E2-A1LL-01A-11D-A145-05,Primary Tumor
TCGA-E2-A1LL-01A-11D-A140-02,Primary Tumor
TCGA-E2-A1LL-01A-11D-A141-01,Primary Tumor
TCGA-E2-A1LL-01A-11R-A144-07,Primary Tumor
TCGA-E2-A1LL-01A-11W-A187-09,Primary Tumor
TCGA-E2-A1LL-11A-21D-A141-01,Solid Tissue Normal
TCGA-E2-A1LL-11A-21D-A142-09,Solid Tissue Normal
TCGA-E2-A1LL-11A-21D-A140-02,Solid Tissue Normal
TCGA-E2-A1LL-11A-21W-A187-09,Solid Tissue Normal
TCGA-E2-A1LL-11A-21D-A314-09,Solid Tissue Normal
TCGA-D8-A1XK-10A-01W-A16I-09,Blood Derived Normal
TCGA-D8-A1XK-10A-01D-A14K-09,Blood Derived Normal
TCGA-D8-A1XK-10A-01D-A14J-01,Blood Derived Normal
TCGA-D8-A1XK-10A-01D-A14I-02,Blood Derived Normal
TCGA-D8-A1XK-01A-21D-A14K-09,Primary Tumor
TCGA-D8-A1XK-01A-21D-A14J-01,Primary Tumor
TCGA-D8-A1XK-01A-21D-A14I-02,Primary Tumor
TCGA-D8-A1XK-01A-21D-A14N-05,Primary Tumor
TCGA-D8-A1XK-01A-21R-A14L-13,Primary Tumor
TCGA-D8-A1XK-01A-21W-A16I-09,Primary Tumor
TCGA-D8-A1XK-01A-21R-A14M-07,Primary Tumor
TCGA-AN-A0FK-01A-11D-A044-08,Primary Tumor
TCGA-AN-A0FK-01A-11D-A045-09,Primary Tumor
TCGA-AN-A0FK-01A-11D-A036-01,Primary Tumor
TCGA-AN-A0FK-01A-11W-A050-09,Primary Tumor
TCGA-AN-A0FK-01A-11D-A033-02,Primary Tumor
TCGA-AN-A0FK-01A-11X-A048-08,Primary Tumor
TCGA-AN-A0FK-01A-11X-A049-09,Primary Tumor
TCGA-AN-A0FK-01A-11R-A035-13,Primary Tumor
TCGA-AN-A0FK-01A-11D-A032-05,Primary Tumor
TCGA-AN-A0FK-01A-11R-A034-07,Primary Tumor
TCGA-AN-A0FK-01A-11W-A051-08,Primary Tumor
TCGA-AN-A0FK-10A-01D-A046-08,Blood Derived Normal
TCGA-AN-A0FK-10A-01X-A054-09,Blood Derived Normal
TCGA-AN-A0FK-10A-01D-A047-09,Blood Derived Normal
TCGA-AN-A0FK-10A-01W-A053-08,Blood Derived Normal
TCGA-AN-A0FK-10A-01D-A031-02,Blood Derived Normal
TCGA-AN-A0FK-10A-01D-A037-01,Blood Derived Normal
TCGA-AN-A0FK-10A-01X-A052-08,Blood Derived Normal
TCGA-AN-A0FK-10A-01W-A055-09,Blood Derived Normal
TCGA-E2-A152-01A-11D-A12B-09,Primary Tumor
TCGA-E2-A152-01A-11D-A19H-09,Primary Tumor
TCGA-E2-A152-01A-11D-A12A-01,Primary Tumor
TCGA-E2-A152-01A-11D-A129-02,Primary Tumor
TCGA-E2-A152-01A-11D-A12E-05,Primary Tumor
TCGA-E2-A152-01A-11W-A12S-09,Primary Tumor
TCGA-E2-A152-01A-11R-A12C-13,Primary Tumor
TCGA-E2-A152-01A-11R-A12D-07,Primary Tumor
TCGA-E2-A152-10A-01W-A12S-09,Blood Derived Normal
TCGA-E2-A152-10A-01D-A12B-09,Blood Derived Normal
TCGA-E2-A152-10A-01D-A19H-09,Blood Derived Normal
TCGA-E2-A152-10A-01D-A12A-01,Blood Derived Normal
TCGA-E2-A152-10A-01D-A129-02,Blood Derived Normal
TCGA-A8-A093-10A-01X-A026-08,Blood Derived Normal
TCGA-A8-A093-10A-01X-A025-09,Blood Derived Normal
TCGA-A8-A093-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A093-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A093-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A093-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A093-10A-01W-A022-08,Blood Derived Normal
TCGA-A8-A093-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A093-01A-11W-A020-08,Primary Tumor
TCGA-A8-A093-01A-11R-A010-13,Primary Tumor
TCGA-A8-A093-01A-11D-A068-02,Primary Tumor
TCGA-A8-A093-01A-11W-A019-09,Primary Tumor
TCGA-A8-A093-01A-11R-A00Z-07,Primary Tumor
TCGA-A8-A093-01A-11X-A024-08,Primary Tumor
TCGA-A8-A093-01A-11X-A023-09,Primary Tumor
TCGA-A8-A093-01A-11D-A011-01,Primary Tumor
TCGA-A8-A093-01A-11D-A00Y-05,Primary Tumor
TCGA-A8-A093-01A-11D-A016-08,Primary Tumor
TCGA-A8-A093-01A-11D-A015-09,Primary Tumor
TCGA-AO-A0JF-01A-11R-A057-13,Primary Tumor
TCGA-AO-A0JF-01A-11D-A075-09,Primary Tumor
TCGA-AO-A0JF-01A-11D-A10P-05,Primary Tumor
TCGA-AO-A0JF-01A-11D-A074-08,Primary Tumor
TCGA-AO-A0JF-01A-11D-A058-05,Primary Tumor
TCGA-AO-A0JF-01A-11D-A059-01,Primary Tumor
TCGA-AO-A0JF-01A-11R-A056-07,Primary Tumor
TCGA-AO-A0JF-01A-11W-A071-09,Primary Tumor
TCGA-AO-A0JF-01A-11D-A060-02,Primary Tumor
TCGA-AO-A0JF-01A-11X-A073-09,Primary Tumor
TCGA-AO-A0JF-01A-11X-A072-08,Primary Tumor
TCGA-AO-A0JF-01A-11W-A070-08,Primary Tumor
TCGA-AO-A0JF-10A-01W-A071-09,Blood Derived Normal
TCGA-AO-A0JF-10A-01X-A073-09,Blood Derived Normal
TCGA-AO-A0JF-10A-01D-A074-08,Blood Derived Normal
TCGA-AO-A0JF-10A-01D-A059-01,Blood Derived Normal
TCGA-AO-A0JF-10A-01W-A070-08,Blood Derived Normal
TCGA-AO-A0JF-10A-01X-A072-08,Blood Derived Normal
TCGA-AO-A0JF-10A-01D-A060-02,Blood Derived Normal
TCGA-AO-A0JF-10A-01D-A075-09,Blood Derived Normal
TCGA-BH-A18U-11A-23D-A129-02,Solid Tissue Normal
TCGA-BH-A18U-11A-23D-A12E-05,Solid Tissue Normal
TCGA-BH-A18U-11A-23D-A12A-01,Solid Tissue Normal
TCGA-BH-A18U-11A-23W-A12S-09,Solid Tissue Normal
TCGA-BH-A18U-11A-23R-A12D-07,Solid Tissue Normal
TCGA-BH-A18U-11A-23R-A12C-13,Solid Tissue Normal
TCGA-BH-A18U-11A-23D-A12B-09,Solid Tissue Normal
TCGA-BH-A18U-11A-23D-A19H-09,Solid Tissue Normal
TCGA-BH-A18U-01A-21D-A12E-05,Primary Tumor
TCGA-BH-A18U-01A-21D-A12A-01,Primary Tumor
TCGA-BH-A18U-01A-21D-A12B-09,Primary Tumor
TCGA-BH-A18U-01A-21D-A19H-09,Primary Tumor
TCGA-BH-A18U-01A-21D-A129-02,Primary Tumor
TCGA-BH-A18U-01A-21R-A12C-13,Primary Tumor
TCGA-BH-A18U-01A-21R-A12D-07,Primary Tumor
TCGA-BH-A18U-01A-21W-A12S-09,Primary Tumor
TCGA-A7-A0DC-01B-04D-A22Q-01,Primary Tumor
TCGA-A7-A0DC-01B-04D-A22S-26,Primary Tumor
TCGA-A7-A0DC-01B-04R-A22P-13,Primary Tumor
TCGA-A7-A0DC-01B-04D-A22R-05,Primary Tumor
TCGA-A7-A0DC-01B-04D-A22N-09,Primary Tumor
TCGA-A7-A0DC-01B-04R-A22O-07,Primary Tumor
TCGA-A7-A0DC-01A-11R-A00Z-07,Primary Tumor
TCGA-A7-A0DC-01A-11R-A010-13,Primary Tumor
TCGA-A7-A0DC-01A-11D-A016-08,Primary Tumor
TCGA-A7-A0DC-01A-11D-A011-01,Primary Tumor
TCGA-A7-A0DC-01A-11D-A068-02,Primary Tumor
TCGA-A7-A0DC-01A-11W-A019-09,Primary Tumor
TCGA-A7-A0DC-01A-11D-A00Y-05,Primary Tumor
TCGA-A7-A0DC-01A-11D-A015-09,Primary Tumor
TCGA-A7-A0DC-01A-11X-A023-09,Primary Tumor
TCGA-A7-A0DC-01A-11X-A024-08,Primary Tumor
TCGA-A7-A0DC-01A-11W-A020-08,Primary Tumor
TCGA-A7-A0DC-11A-41R-A089-07,Solid Tissue Normal
TCGA-A7-A0DC-11A-41D-A091-02,Solid Tissue Normal
TCGA-A7-A0DC-11A-41D-A093-05,Solid Tissue Normal
TCGA-A7-A0DC-11A-41R-A090-13,Solid Tissue Normal
TCGA-A7-A0DC-11A-41D-A092-01,Solid Tissue Normal
TCGA-A7-A0DC-11A-41D-A10Q-05,Solid Tissue Normal
TCGA-A7-A0DC-11A-41W-A100-09,Solid Tissue Normal
TCGA-A7-A0DC-11A-41X-A100-09,Solid Tissue Normal
TCGA-A7-A0DC-11A-41D-A100-09,Solid Tissue Normal
TCGA-A7-A0DC-10A-01D-A017-09,Blood Derived Normal
TCGA-A7-A0DC-10A-01W-A021-09,Blood Derived Normal
TCGA-A7-A0DC-10A-01D-A069-02,Blood Derived Normal
TCGA-A7-A0DC-10A-01X-A026-08,Blood Derived Normal
TCGA-A7-A0DC-10A-01D-A012-01,Blood Derived Normal
TCGA-A7-A0DC-10A-01D-A018-08,Blood Derived Normal
TCGA-A7-A0DC-10A-01W-A022-08,Blood Derived Normal
TCGA-A7-A0DC-10A-01X-A025-09,Blood Derived Normal
TCGA-A2-A3XT-10A-01D-A22W-01,Blood Derived Normal
TCGA-A2-A3XT-10A-01D-A22X-09,Blood Derived Normal
TCGA-A2-A3XT-10A-01W-A23F-09,Blood Derived Normal
TCGA-A2-A3XT-01A-11R-A22V-13,Primary Tumor
TCGA-A2-A3XT-01A-11W-A23F-09,Primary Tumor
TCGA-A2-A3XT-01A-11R-A22U-07,Primary Tumor
TCGA-A2-A3XT-01A-11D-A230-05,Primary Tumor
TCGA-A2-A3XT-01A-11D-A22W-01,Primary Tumor
TCGA-A2-A3XT-01A-11D-A22X-09,Primary Tumor
TCGA-E2-A108-01A-13W-A124-09,Primary Tumor
TCGA-E2-A108-01A-13R-A10I-13,Primary Tumor
TCGA-E2-A108-01A-13D-A10M-09,Primary Tumor
TCGA-E2-A108-01A-13D-A10L-01,Primary Tumor
TCGA-E2-A108-01A-13D-A10N-05,Primary Tumor
TCGA-E2-A108-01A-13R-A10J-07,Primary Tumor
TCGA-E2-A108-01A-13D-A10K-02,Primary Tumor
TCGA-E2-A108-10A-01W-A124-09,Blood Derived Normal
TCGA-E2-A108-10A-01D-A10L-01,Blood Derived Normal
TCGA-E2-A108-10A-01D-A10K-02,Blood Derived Normal
TCGA-E2-A108-10A-01D-A10M-09,Blood Derived Normal
TCGA-BH-A1EW-01A-11W-A14P-09,Primary Tumor
TCGA-BH-A1EW-01A-11R-A137-07,Primary Tumor
TCGA-BH-A1EW-01A-11R-A136-13,Primary Tumor
TCGA-BH-A1EW-01A-11D-A133-02,Primary Tumor
TCGA-BH-A1EW-01A-11D-A135-09,Primary Tumor
TCGA-BH-A1EW-01A-11D-A134-01,Primary Tumor
TCGA-BH-A1EW-01A-11D-A138-05,Primary Tumor
TCGA-BH-A1EW-11B-33R-A137-07,Solid Tissue Normal
TCGA-BH-A1EW-11B-33R-A136-13,Solid Tissue Normal
TCGA-BH-A1EW-11B-33W-A14P-09,Solid Tissue Normal
TCGA-BH-A1EW-11B-33D-A138-05,Solid Tissue Normal
TCGA-BH-A1EW-11B-33D-A133-02,Solid Tissue Normal
TCGA-BH-A1EW-11B-33D-A135-09,Solid Tissue Normal
TCGA-BH-A1EW-11B-33D-A134-01,Solid Tissue Normal
TCGA-OL-A5RV-10A-01W-A30S-09,Blood Derived Normal
TCGA-OL-A5RV-10A-01D-A28D-01,Blood Derived Normal
TCGA-OL-A5RV-10A-01D-A28E-09,Blood Derived Normal
TCGA-OL-A5RV-01A-12W-A30R-09,Primary Tumor
TCGA-OL-A5RV-01A-12R-A28M-07,Primary Tumor
TCGA-OL-A5RV-01A-12R-A28I-13,Primary Tumor
TCGA-OL-A5RV-01A-12D-A28C-05,Primary Tumor
TCGA-OL-A5RV-01A-12D-A28A-01,Primary Tumor
TCGA-OL-A5RV-01A-12D-A28B-09,Primary Tumor
TCGA-BH-A0BG-10A-01W-A12U-09,Blood Derived Normal
TCGA-BH-A0BG-10A-01D-A110-09,Blood Derived Normal
TCGA-BH-A0BG-10A-01D-A113-01,Blood Derived Normal
TCGA-BH-A0BG-10A-01D-A10Z-02,Blood Derived Normal
TCGA-BH-A0BG-01A-11R-A114-13,Primary Tumor
TCGA-BH-A0BG-01A-11D-A112-05,Primary Tumor
TCGA-BH-A0BG-01A-11D-A10Y-09,Primary Tumor
TCGA-BH-A0BG-01A-11D-A10X-02,Primary Tumor
TCGA-BH-A0BG-01A-11D-A111-01,Primary Tumor
TCGA-BH-A0BG-01A-11W-A12T-09,Primary Tumor
TCGA-BH-A0BG-01A-11R-A115-07,Primary Tumor
TCGA-C8-A1HI-10A-01D-A135-09,Blood Derived Normal
TCGA-C8-A1HI-10A-01D-A134-01,Blood Derived Normal
TCGA-C8-A1HI-10A-01D-A133-02,Blood Derived Normal
TCGA-C8-A1HI-10A-01W-A14P-09,Blood Derived Normal
TCGA-C8-A1HI-01A-11D-A133-02,Primary Tumor
TCGA-C8-A1HI-01A-11D-A135-09,Primary Tumor
TCGA-C8-A1HI-01A-11D-A134-01,Primary Tumor
TCGA-C8-A1HI-01A-11D-A138-05,Primary Tumor
TCGA-C8-A1HI-01A-11R-A136-13,Primary Tumor
TCGA-C8-A1HI-01A-11R-A137-07,Primary Tumor
TCGA-C8-A1HI-01A-11W-A14P-09,Primary Tumor
TCGA-AC-A2B8-10A-01D-A17D-09,Blood Derived Normal
TCGA-AC-A2B8-10A-01D-A17E-02,Blood Derived Normal
TCGA-AC-A2B8-10A-01D-A17C-01,Blood Derived Normal
TCGA-AC-A2B8-10A-01W-A186-09,Blood Derived Normal
TCGA-AC-A2B8-01A-11W-A186-09,Primary Tumor
TCGA-AC-A2B8-01A-11R-A17A-13,Primary Tumor
TCGA-AC-A2B8-01A-11R-A17B-07,Primary Tumor
TCGA-AC-A2B8-01A-11D-A17C-01,Primary Tumor
TCGA-AC-A2B8-01A-11D-A17E-02,Primary Tumor
TCGA-AC-A2B8-01A-11D-A17F-05,Primary Tumor
TCGA-AC-A2B8-01A-11D-A17D-09,Primary Tumor
TCGA-A2-A0CK-01A-11R-A22K-07,Primary Tumor
TCGA-A2-A0CK-01A-11D-A22B-05,Primary Tumor
TCGA-A2-A0CK-01A-11R-A22I-13,Primary Tumor
TCGA-A2-A0CK-01A-11D-A227-01,Primary Tumor
TCGA-A2-A0CK-01A-11D-A228-09,Primary Tumor
TCGA-A2-A0CK-01A-11W-A234-09,Primary Tumor
TCGA-A2-A0CK-10A-01W-A235-09,Blood Derived Normal
TCGA-A2-A0CK-10A-01D-A229-01,Blood Derived Normal
TCGA-A2-A0CK-10A-01D-A22A-09,Blood Derived Normal
TCGA-E9-A22H-10A-01W-A16L-09,Blood Derived Normal
TCGA-E9-A22H-10A-01D-A17G-09,Blood Derived Normal
TCGA-E9-A22H-10A-01D-A159-09,Blood Derived Normal
TCGA-E9-A22H-10A-01D-A158-02,Blood Derived Normal
TCGA-E9-A22H-10A-01D-A160-01,Blood Derived Normal
TCGA-E9-A22H-01A-11R-A157-07,Primary Tumor
TCGA-E9-A22H-01A-11D-A17G-09,Primary Tumor
TCGA-E9-A22H-01A-11D-A159-09,Primary Tumor
TCGA-E9-A22H-01A-11D-A160-01,Primary Tumor
TCGA-E9-A22H-01A-11D-A161-05,Primary Tumor
TCGA-E9-A22H-01A-11D-A158-02,Primary Tumor
TCGA-E9-A22H-01A-11W-A16L-09,Primary Tumor
TCGA-E9-A22H-01A-11R-A156-13,Primary Tumor
TCGA-AC-A3QP-01A-11D-A22W-01,Primary Tumor
TCGA-AC-A3QP-01A-11W-A23F-09,Primary Tumor
TCGA-AC-A3QP-01A-11D-A22X-09,Primary Tumor
TCGA-AC-A3QP-01A-11R-A22V-13,Primary Tumor
TCGA-AC-A3QP-01A-11D-A230-05,Primary Tumor
TCGA-AC-A3QP-01A-11R-A22U-07,Primary Tumor
TCGA-AC-A3QP-10B-01W-A23F-09,Blood Derived Normal
TCGA-AC-A3QP-10B-01D-A22X-09,Blood Derived Normal
TCGA-AC-A3QP-10B-01D-A22W-01,Blood Derived Normal
TCGA-AR-A251-01A-12D-A166-01,Primary Tumor
TCGA-AR-A251-01A-12W-A184-09,Primary Tumor
TCGA-AR-A251-01A-12D-A16A-05,Primary Tumor
TCGA-AR-A251-01A-12D-A167-09,Primary Tumor
TCGA-AR-A251-01A-12D-A165-02,Primary Tumor
TCGA-AR-A251-01A-12R-A168-13,Primary Tumor
TCGA-AR-A251-01A-12R-A169-07,Primary Tumor
TCGA-AR-A251-10A-01W-A184-09,Blood Derived Normal
TCGA-AR-A251-10A-01D-A167-09,Blood Derived Normal
TCGA-AR-A251-10A-01D-A165-02,Blood Derived Normal
TCGA-AR-A251-10A-01D-A166-01,Blood Derived Normal
TCGA-A2-A25D-10A-01W-A189-09,Blood Derived Normal
TCGA-A2-A25D-10A-01D-A16D-09,Blood Derived Normal
TCGA-A2-A25D-10A-01D-A16B-02,Blood Derived Normal
TCGA-A2-A25D-10A-01D-A16C-01,Blood Derived Normal
TCGA-A2-A25D-01A-12D-A16C-01,Primary Tumor
TCGA-A2-A25D-01A-12R-A16E-13,Primary Tumor
TCGA-A2-A25D-01A-12D-A16B-02,Primary Tumor
TCGA-A2-A25D-01A-12D-A16D-09,Primary Tumor
TCGA-A2-A25D-01A-12D-A16G-05,Primary Tumor
TCGA-A2-A25D-01A-12W-A189-09,Primary Tumor
TCGA-A2-A25D-01A-12R-A16F-07,Primary Tumor
TCGA-D8-A1JB-10A-01D-A13O-09,Blood Derived Normal
TCGA-D8-A1JB-10A-01D-A13N-01,Blood Derived Normal
TCGA-D8-A1JB-10A-01W-A14R-09,Blood Derived Normal
TCGA-D8-A1JB-10A-01D-A13M-02,Blood Derived Normal
TCGA-D8-A1JB-01A-11D-A13L-09,Primary Tumor
TCGA-D8-A1JB-01A-11W-A14Q-09,Primary Tumor
TCGA-D8-A1JB-01A-11D-A13K-05,Primary Tumor
TCGA-D8-A1JB-01A-11R-A13Q-07,Primary Tumor
TCGA-D8-A1JB-01A-11D-A13I-02,Primary Tumor
TCGA-D8-A1JB-01A-11R-A13P-13,Primary Tumor
TCGA-D8-A1JB-01A-11D-A13J-01,Primary Tumor
TCGA-D8-A1Y0-10A-01D-A14K-09,Blood Derived Normal
TCGA-D8-A1Y0-10A-01D-A14J-01,Blood Derived Normal
TCGA-D8-A1Y0-10A-01D-A14I-02,Blood Derived Normal
TCGA-D8-A1Y0-10A-01W-A16I-09,Blood Derived Normal
TCGA-D8-A1Y0-01A-11R-A14L-13,Primary Tumor
TCGA-D8-A1Y0-01A-11W-A16I-09,Primary Tumor
TCGA-D8-A1Y0-01A-11R-A14M-07,Primary Tumor
TCGA-D8-A1Y0-01A-11D-A14I-02,Primary Tumor
TCGA-D8-A1Y0-01A-11D-A14J-01,Primary Tumor
TCGA-D8-A1Y0-01A-11D-A14N-05,Primary Tumor
TCGA-D8-A1Y0-01A-11D-A14K-09,Primary Tumor
TCGA-A2-A04T-01A-21W-A051-08,Primary Tumor
TCGA-A2-A04T-01A-21D-A033-02,Primary Tumor
TCGA-A2-A04T-01A-21D-A032-05,Primary Tumor
TCGA-A2-A04T-01A-21D-A045-09,Primary Tumor
TCGA-A2-A04T-01A-21D-A128-09,Primary Tumor
TCGA-A2-A04T-01A-21D-A044-08,Primary Tumor
TCGA-A2-A04T-01A-21D-A036-01,Primary Tumor
TCGA-A2-A04T-01A-21X-A048-08,Primary Tumor
TCGA-A2-A04T-01A-21X-A049-09,Primary Tumor
TCGA-A2-A04T-01A-21R-A034-07,Primary Tumor
TCGA-A2-A04T-01A-21R-A035-13,Primary Tumor
TCGA-A2-A04T-01A-21W-A050-09,Primary Tumor
TCGA-A2-A04T-10A-01X-A054-09,Blood Derived Normal
TCGA-A2-A04T-10A-01D-A031-02,Blood Derived Normal
TCGA-A2-A04T-10A-01W-A053-08,Blood Derived Normal
TCGA-A2-A04T-10A-01D-A128-09,Blood Derived Normal
TCGA-A2-A04T-10A-01X-A052-08,Blood Derived Normal
TCGA-A2-A04T-10A-01D-A046-08,Blood Derived Normal
TCGA-A2-A04T-10A-01D-A037-01,Blood Derived Normal
TCGA-A2-A04T-10A-01W-A055-09,Blood Derived Normal
TCGA-A2-A04T-10A-01D-A047-09,Blood Derived Normal
TCGA-C8-A1HK-01A-21W-A14Q-09,Primary Tumor
TCGA-C8-A1HK-01A-21R-A13Q-07,Primary Tumor
TCGA-C8-A1HK-01A-21R-A13P-13,Primary Tumor
TCGA-C8-A1HK-01A-21D-A13K-05,Primary Tumor
TCGA-C8-A1HK-01A-21D-A13I-02,Primary Tumor
TCGA-C8-A1HK-01A-21D-A13L-09,Primary Tumor
TCGA-C8-A1HK-01A-21D-A13J-01,Primary Tumor
TCGA-C8-A1HK-10A-01W-A14R-09,Blood Derived Normal
TCGA-C8-A1HK-10A-01D-A13N-01,Blood Derived Normal
TCGA-C8-A1HK-10A-01D-A13M-02,Blood Derived Normal
TCGA-C8-A1HK-10A-01D-A13O-09,Blood Derived Normal
TCGA-D8-A1X7-10A-01D-A14J-01,Blood Derived Normal
TCGA-D8-A1X7-10A-01W-A16I-09,Blood Derived Normal
TCGA-D8-A1X7-10A-01D-A14K-09,Blood Derived Normal
TCGA-D8-A1X7-10A-01D-A14I-02,Blood Derived Normal
TCGA-D8-A1X7-01A-11D-A14I-02,Primary Tumor
TCGA-D8-A1X7-01A-11D-A14J-01,Primary Tumor
TCGA-D8-A1X7-01A-11D-A14K-09,Primary Tumor
TCGA-D8-A1X7-01A-11R-A14M-07,Primary Tumor
TCGA-D8-A1X7-01A-11W-A16I-09,Primary Tumor
TCGA-D8-A1X7-01A-11D-A14N-05,Primary Tumor
TCGA-D8-A1X7-01A-11R-A14L-13,Primary Tumor
TCGA-AC-A6IX-10A-01W-A35X-09,Blood Derived Normal
TCGA-AC-A6IX-10A-01D-A32H-01,Blood Derived Normal
TCGA-AC-A6IX-10A-01D-A32I-09,Blood Derived Normal
TCGA-AC-A6IX-01A-12D-A32T-05,Primary Tumor
TCGA-AC-A6IX-01A-12W-A35X-09,Primary Tumor
TCGA-AC-A6IX-01A-12D-A32I-09,Primary Tumor
TCGA-AC-A6IX-01A-12R-A32P-07,Primary Tumor
TCGA-AC-A6IX-01A-12D-A32H-01,Primary Tumor
TCGA-AC-A6IX-01A-12R-A32K-13,Primary Tumor
TCGA-AC-A6IX-06A-11D-A32T-05,Metastatic
TCGA-AC-A6IX-06A-11R-A32K-13,Metastatic
TCGA-AC-A6IX-06A-11D-A32H-01,Metastatic
TCGA-AC-A6IX-06A-11D-A32I-09,Metastatic
TCGA-AC-A6IX-06A-11R-A32P-07,Metastatic
