aliquot_id,sample_type
TCGA-EW-A1OZ-01A-11D-A140-02,Primary Tumor
TCGA-EW-A1OZ-01A-11R-A143-13,Primary Tumor
TCGA-EW-A1OZ-01A-11R-A144-07,Primary Tumor
TCGA-A8-A07C-10A-01W-A055-09,Blood Derived Normal
TCGA-A8-A07C-10A-01W-A053-08,Blood Derived Normal
TCGA-A8-A07C-10A-01X-A054-09,Blood Derived Normal
TCGA-A8-A07C-10A-01D-A031-02,Blood Derived Normal
TCGA-A8-A07C-10A-01D-A047-09,Blood Derived Normal
TCGA-A8-A07C-10A-01X-A052-08,Blood Derived Normal
TCGA-A8-A07C-10A-01D-A037-01,Blood Derived Normal
TCGA-A8-A07C-10A-01D-A046-08,Blood Derived Normal
TCGA-A8-A07C-01A-11D-A045-09,Primary Tumor
TCGA-A8-A07C-01A-11D-A044-08,Primary Tumor
TCGA-A8-A07C-01A-11D-A033-02,Primary Tumor
TCGA-A8-A07C-01A-11D-A036-01,Primary Tumor
TCGA-A8-A07C-01A-11R-A034-07,Primary Tumor
TCGA-A8-A07C-01A-11D-A032-05,Primary Tumor
TCGA-A8-A07C-01A-11R-A035-13,Primary Tumor
TCGA-A8-A07C-01A-11X-A049-09,Primary Tumor
TCGA-A8-A07C-01A-11X-A048-08,Primary Tumor
TCGA-A8-A07C-01A-11W-A051-08,Primary Tumor
TCGA-A8-A07C-01A-11W-A050-09,Primary Tumor
TCGA-B6-A408-01A-12R-A24J-13,Primary Tumor
TCGA-B6-A408-01A-12D-A242-01,Primary Tumor
TCGA-B6-A408-01A-12D-A243-09,Primary Tumor
TCGA-B6-A408-01A-12R-A24H-07,Primary Tumor
TCGA-B6-A408-01A-12W-A25H-09,Primary Tumor
TCGA-B6-A408-01A-12D-A244-05,Primary Tumor
TCGA-B6-A408-10A-01D-A242-01,Blood Derived Normal
TCGA-B6-A408-10A-01D-A243-09,Blood Derived Normal
TCGA-B6-A408-10A-01W-A25H-09,Blood Derived Normal
TCGA-BH-A0DS-01A-11R-A057-13,Primary Tumor
TCGA-BH-A0DS-01A-11R-A056-07,Primary Tumor
TCGA-BH-A0DS-01A-11D-A075-09,Primary Tumor
TCGA-BH-A0DS-01A-11D-A059-01,Primary Tumor
TCGA-BH-A0DS-01A-11D-A10P-05,Primary Tumor
TCGA-BH-A0DS-01A-11D-A060-02,Primary Tumor
TCGA-BH-A0DS-01A-11D-A058-05,Primary Tumor
TCGA-BH-A0DS-01A-11D-A074-08,Primary Tumor
TCGA-BH-A0DS-01A-11X-A072-08,Primary Tumor
TCGA-BH-A0DS-01A-11X-A073-09,Primary Tumor
TCGA-BH-A0DS-01A-11W-A070-08,Primary Tumor
TCGA-BH-A0DS-01A-11W-A071-09,Primary Tumor
TCGA-BH-A0DS-10A-01X-A073-09,Blood Derived Normal
TCGA-BH-A0DS-10A-01X-A072-08,Blood Derived Normal
TCGA-BH-A0DS-10A-01W-A071-09,Blood Derived Normal
TCGA-BH-A0DS-10A-01W-A070-08,Blood Derived Normal
TCGA-BH-A0DS-10A-01D-A075-09,Blood Derived Normal
TCGA-BH-A0DS-10A-01D-A060-02,Blood Derived Normal
TCGA-BH-A0DS-10A-01D-A074-08,Blood Derived Normal
TCGA-BH-A0DS-10A-01D-A059-01,Blood Derived Normal
TCGA-AN-A041-10A-01D-A047-09,Blood Derived Normal
TCGA-AN-A041-10A-01W-A053-08,Blood Derived Normal
TCGA-AN-A041-10A-01W-A055-09,Blood Derived Normal
TCGA-AN-A041-10A-01X-A052-08,Blood Derived Normal
TCGA-AN-A041-10A-01D-A046-08,Blood Derived Normal
TCGA-AN-A041-10A-01D-A037-01,Blood Derived Normal
TCGA-AN-A041-10A-01X-A054-09,Blood Derived Normal
TCGA-AN-A041-10A-01D-A031-02,Blood Derived Normal
TCGA-AN-A041-01A-11D-A032-05,Primary Tumor
TCGA-AN-A041-01A-11R-A035-13,Primary Tumor
TCGA-AN-A041-01A-11W-A051-08,Primary Tumor
TCGA-AN-A041-01A-11R-A034-07,Primary Tumor
TCGA-AN-A041-01A-11D-A045-09,Primary Tumor
TCGA-AN-A041-01A-11X-A048-08,Primary Tumor
TCGA-AN-A041-01A-11D-A033-02,Primary Tumor
TCGA-AN-A041-01A-11D-A044-08,Primary Tumor
TCGA-AN-A041-01A-11D-A036-01,Primary Tumor
TCGA-AN-A041-01A-11W-A050-09,Primary Tumor
TCGA-AN-A041-01A-11X-A049-09,Primary Tumor
TCGA-D8-A1XB-01A-11R-A14C-13,Primary Tumor
TCGA-D8-A1XB-01A-11D-A14F-01,Primary Tumor
TCGA-D8-A1XB-01A-11D-A14G-09,Primary Tumor
TCGA-D8-A1XB-01A-11D-A14H-05,Primary Tumor
TCGA-D8-A1XB-01A-11R-A14D-07,Primary Tumor
TCGA-D8-A1XB-01A-11W-A16H-09,Primary Tumor
TCGA-D8-A1XB-01A-11D-A14E-02,Primary Tumor
TCGA-D8-A1XB-10A-01D-A14E-02,Blood Derived Normal
TCGA-D8-A1XB-10A-01D-A14F-01,Blood Derived Normal
TCGA-D8-A1XB-10A-01W-A16H-09,Blood Derived Normal
TCGA-D8-A1XB-10A-01D-A14G-09,Blood Derived Normal
TCGA-A8-A07P-01A-11R-A010-13,Primary Tumor
TCGA-A8-A07P-01A-11R-A00Z-07,Primary Tumor
TCGA-A8-A07P-01A-11X-A023-09,Primary Tumor
TCGA-A8-A07P-01A-11X-A024-08,Primary Tumor
TCGA-A8-A07P-01A-11D-A011-01,Primary Tumor
TCGA-A8-A07P-01A-11D-A016-08,Primary Tumor
TCGA-A8-A07P-01A-11D-A00Y-05,Primary Tumor
TCGA-A8-A07P-01A-11D-A068-02,Primary Tumor
TCGA-A8-A07P-01A-11D-A015-09,Primary Tumor
TCGA-A8-A07P-01A-11W-A019-09,Primary Tumor
TCGA-A8-A07P-01A-11W-A020-08,Primary Tumor
TCGA-A8-A07P-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A07P-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A07P-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A07P-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A07P-10A-01X-A025-09,Blood Derived Normal
TCGA-A8-A07P-10A-01X-A026-08,Blood Derived Normal
TCGA-A8-A07P-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A07P-10A-01W-A022-08,Blood Derived Normal
TCGA-A7-A0CJ-10A-01D-A069-02,Blood Derived Normal
TCGA-A7-A0CJ-10A-01D-A012-01,Blood Derived Normal
TCGA-A7-A0CJ-10A-01D-A017-09,Blood Derived Normal
TCGA-A7-A0CJ-10A-01D-A018-08,Blood Derived Normal
TCGA-A7-A0CJ-10A-01W-A021-09,Blood Derived Normal
TCGA-A7-A0CJ-10A-01W-A022-08,Blood Derived Normal
TCGA-A7-A0CJ-10A-01X-A025-09,Blood Derived Normal
TCGA-A7-A0CJ-10A-01X-A026-08,Blood Derived Normal
TCGA-A7-A0CJ-01A-21X-A023-09,Primary Tumor
TCGA-A7-A0CJ-01A-21X-A024-08,Primary Tumor
TCGA-A7-A0CJ-01A-21R-A00Z-07,Primary Tumor
TCGA-A7-A0CJ-01A-21R-A010-13,Primary Tumor
TCGA-A7-A0CJ-01A-21D-A011-01,Primary Tumor
TCGA-A7-A0CJ-01A-21D-A016-08,Primary Tumor
TCGA-A7-A0CJ-01A-21D-A068-02,Primary Tumor
TCGA-A7-A0CJ-01A-21D-A00Y-05,Primary Tumor
TCGA-A7-A0CJ-01A-21D-A015-09,Primary Tumor
TCGA-A7-A0CJ-01A-21W-A020-08,Primary Tumor
TCGA-A7-A0CJ-01A-21W-A019-09,Primary Tumor
TCGA-E9-A54Y-01A-11D-A25Q-09,Primary Tumor
TCGA-E9-A54Y-01A-11R-A466-07,Primary Tumor
TCGA-E9-A54Y-01A-11D-A25N-01,Primary Tumor
TCGA-E9-A54Y-01A-11W-A292-09,Primary Tumor
TCGA-E9-A54Y-01A-11R-A25Z-13,Primary Tumor
TCGA-E9-A54Y-01A-11D-A268-05,Primary Tumor
TCGA-E9-A54Y-01A-11R-A266-07,Primary Tumor
TCGA-E9-A54Y-10A-01W-A292-09,Blood Derived Normal
TCGA-E9-A54Y-10A-01D-A25N-01,Blood Derived Normal
TCGA-E9-A54Y-10A-01D-A25Q-09,Blood Derived Normal
TCGA-A8-A09E-01A-11W-A020-08,Primary Tumor
TCGA-A8-A09E-01A-11D-A015-09,Primary Tumor
TCGA-A8-A09E-01A-11D-A011-01,Primary Tumor
TCGA-A8-A09E-01A-11R-A00Z-07,Primary Tumor
TCGA-A8-A09E-01A-11D-A016-08,Primary Tumor
TCGA-A8-A09E-01A-11D-A068-02,Primary Tumor
TCGA-A8-A09E-01A-11X-A023-09,Primary Tumor
TCGA-A8-A09E-01A-11W-A019-09,Primary Tumor
TCGA-A8-A09E-01A-11X-A024-08,Primary Tumor
TCGA-A8-A09E-01A-11D-A00Y-05,Primary Tumor
TCGA-A8-A09E-01A-11R-A010-13,Primary Tumor
TCGA-A8-A09E-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A09E-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A09E-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A09E-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A09E-10A-01X-A025-09,Blood Derived Normal
TCGA-A8-A09E-10A-01X-A026-08,Blood Derived Normal
TCGA-A8-A09E-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A09E-10A-01W-A022-08,Blood Derived Normal
TCGA-A2-A04N-01A-11W-A12T-09,Primary Tumor
TCGA-A2-A04N-01A-11D-A10Y-09,Primary Tumor
TCGA-A2-A04N-01A-11D-A10X-02,Primary Tumor
TCGA-A2-A04N-01A-11D-A111-01,Primary Tumor
TCGA-A2-A04N-01A-11D-A112-05,Primary Tumor
TCGA-A2-A04N-01A-11R-A115-07,Primary Tumor
TCGA-A2-A04N-01A-11R-A114-13,Primary Tumor
TCGA-A2-A04N-10A-01W-A12U-09,Blood Derived Normal
TCGA-A2-A04N-10A-01D-A10Z-02,Blood Derived Normal
TCGA-A2-A04N-10A-01D-A110-09,Blood Derived Normal
TCGA-A2-A04N-10A-01D-A113-01,Blood Derived Normal
TCGA-AO-A0J5-01A-11R-A034-07,Primary Tumor
TCGA-AO-A0J5-01A-11D-A036-01,Primary Tumor
TCGA-AO-A0J5-01A-11D-A045-09,Primary Tumor
TCGA-AO-A0J5-01A-11W-A050-09,Primary Tumor
TCGA-AO-A0J5-01A-11D-A032-05,Primary Tumor
TCGA-AO-A0J5-01A-11D-A033-02,Primary Tumor
TCGA-AO-A0J5-01A-11X-A049-09,Primary Tumor
TCGA-AO-A0J5-01A-11W-A051-08,Primary Tumor
TCGA-AO-A0J5-01A-11R-A035-13,Primary Tumor
TCGA-AO-A0J5-01A-11D-A044-08,Primary Tumor
TCGA-AO-A0J5-01A-11X-A048-08,Primary Tumor
TCGA-AO-A0J5-10A-01D-A046-08,Blood Derived Normal
TCGA-AO-A0J5-10A-01D-A047-09,Blood Derived Normal
TCGA-AO-A0J5-10A-01D-A031-02,Blood Derived Normal
TCGA-AO-A0J5-10A-01X-A052-08,Blood Derived Normal
TCGA-AO-A0J5-10A-01W-A053-08,Blood Derived Normal
TCGA-AO-A0J5-10A-01X-A054-09,Blood Derived Normal
TCGA-AO-A0J5-10A-01D-A037-01,Blood Derived Normal
TCGA-AO-A0J5-10A-01W-A055-09,Blood Derived Normal
TCGA-B6-A0WW-10A-01D-A10G-09,Blood Derived Normal
TCGA-B6-A0WW-10A-01D-A107-01,Blood Derived Normal
TCGA-B6-A0WW-10A-01D-A106-02,Blood Derived Normal
TCGA-B6-A0WW-10A-01X-A10H-09,Blood Derived Normal
TCGA-B6-A0WW-01A-11R-A108-13,Primary Tumor
TCGA-B6-A0WW-01A-11R-A109-07,Primary Tumor
TCGA-B6-A0WW-01A-11D-A10G-09,Primary Tumor
TCGA-B6-A0WW-01A-11D-A10A-05,Primary Tumor
TCGA-B6-A0WW-01A-11D-A106-02,Primary Tumor
TCGA-B6-A0WW-01A-11D-A107-01,Primary Tumor
TCGA-B6-A0WW-01A-11X-A10H-09,Primary Tumor
TCGA-E9-A3QA-01A-61D-A228-09,Primary Tumor
TCGA-E9-A3QA-01A-61D-A227-01,Primary Tumor
TCGA-E9-A3QA-01A-61R-A22I-13,Primary Tumor
TCGA-E9-A3QA-01A-61R-A22K-07,Primary Tumor
TCGA-E9-A3QA-01A-61D-A22B-05,Primary Tumor
TCGA-E9-A3QA-01A-61W-A234-09,Primary Tumor
TCGA-E9-A3QA-10A-01D-A22A-09,Blood Derived Normal
TCGA-E9-A3QA-10A-01D-A229-01,Blood Derived Normal
TCGA-E9-A3QA-10A-01W-A235-09,Blood Derived Normal
TCGA-A8-A09X-10A-01X-A026-08,Blood Derived Normal
TCGA-A8-A09X-10A-01X-A025-09,Blood Derived Normal
TCGA-A8-A09X-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A09X-10A-01W-A022-08,Blood Derived Normal
TCGA-A8-A09X-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A09X-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A09X-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A09X-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A09X-10A-01D-A19H-09,Blood Derived Normal
TCGA-A8-A09X-01A-11W-A020-08,Primary Tumor
TCGA-A8-A09X-01A-11W-A019-09,Primary Tumor
TCGA-A8-A09X-01A-11D-A015-09,Primary Tumor
TCGA-A8-A09X-01A-11D-A011-01,Primary Tumor
TCGA-A8-A09X-01A-11D-A19H-09,Primary Tumor
TCGA-A8-A09X-01A-11D-A068-02,Primary Tumor
TCGA-A8-A09X-01A-11D-A00Y-05,Primary Tumor
TCGA-A8-A09X-01A-11D-A016-08,Primary Tumor
TCGA-A8-A09X-01A-11R-A010-13,Primary Tumor
TCGA-A8-A09X-01A-11R-A00Z-07,Primary Tumor
TCGA-A8-A09X-01A-11X-A023-09,Primary Tumor
TCGA-A8-A09X-01A-11X-A024-08,Primary Tumor
TCGA-A2-A04P-10A-01D-A031-02,Blood Derived Normal
TCGA-A2-A04P-10A-01X-A052-08,Blood Derived Normal
TCGA-A2-A04P-10A-01W-A053-08,Blood Derived Normal
TCGA-A2-A04P-10A-01D-A128-09,Blood Derived Normal
TCGA-A2-A04P-10A-01D-A047-09,Blood Derived Normal
TCGA-A2-A04P-10A-01D-A046-08,Blood Derived Normal
TCGA-A2-A04P-10A-01X-A054-09,Blood Derived Normal
TCGA-A2-A04P-10A-01D-A037-01,Blood Derived Normal
TCGA-A2-A04P-10A-01W-A055-09,Blood Derived Normal
TCGA-A2-A04P-01A-31R-A034-07,Primary Tumor
TCGA-A2-A04P-01A-31D-A044-08,Primary Tumor
TCGA-A2-A04P-01A-31D-A033-02,Primary Tumor
TCGA-A2-A04P-01A-31W-A051-08,Primary Tumor
TCGA-A2-A04P-01A-31X-A048-08,Primary Tumor
TCGA-A2-A04P-01A-31R-A035-13,Primary Tumor
TCGA-A2-A04P-01A-31D-A032-05,Primary Tumor
TCGA-A2-A04P-01A-31D-A036-01,Primary Tumor
TCGA-A2-A04P-01A-31X-A049-09,Primary Tumor
TCGA-A2-A04P-01A-31D-A128-09,Primary Tumor
TCGA-A2-A04P-01A-31D-A045-09,Primary Tumor
TCGA-A2-A04P-01A-31W-A050-09,Primary Tumor
TCGA-PL-A8LZ-10A-01W-A44A-09,Blood Derived Normal
TCGA-PL-A8LZ-10A-01D-A36L-01,Blood Derived Normal
TCGA-PL-A8LZ-10A-01D-A40C-01,Blood Derived Normal
TCGA-PL-A8LZ-10A-01D-A36M-09,Blood Derived Normal
TCGA-PL-A8LZ-01A-31W-A449-09,Primary Tumor
TCGA-PL-A8LZ-01A-31D-A36I-01,Primary Tumor
TCGA-PL-A8LZ-01A-31R-A36A-13,Primary Tumor
TCGA-PL-A8LZ-01A-31D-A36J-09,Primary Tumor
TCGA-PL-A8LZ-01A-31D-A36K-05,Primary Tumor
TCGA-PL-A8LZ-01A-31R-A36F-07,Primary Tumor
TCGA-D8-A27N-10A-01D-A16B-02,Blood Derived Normal
TCGA-D8-A27N-10A-01D-A16D-09,Blood Derived Normal
TCGA-D8-A27N-10A-01D-A16C-01,Blood Derived Normal
TCGA-D8-A27N-10A-01W-A189-09,Blood Derived Normal
TCGA-D8-A27N-01A-11D-A16G-05,Primary Tumor
TCGA-D8-A27N-01A-11D-A16C-01,Primary Tumor
TCGA-D8-A27N-01A-11R-A16F-07,Primary Tumor
TCGA-D8-A27N-01A-11R-A16E-13,Primary Tumor
TCGA-D8-A27N-01A-11D-A16D-09,Primary Tumor
TCGA-D8-A27N-01A-11D-A16B-02,Primary Tumor
TCGA-D8-A27N-01A-11W-A189-09,Primary Tumor
TCGA-E2-A15T-01A-11D-A111-01,Primary Tumor
TCGA-E2-A15T-01A-11D-A10X-02,Primary Tumor
TCGA-E2-A15T-01A-11D-A112-05,Primary Tumor
TCGA-E2-A15T-01A-11W-A12T-09,Primary Tumor
TCGA-E2-A15T-01A-11D-A10Y-09,Primary Tumor
TCGA-E2-A15T-01A-11R-A115-07,Primary Tumor
TCGA-E2-A15T-01A-11R-A114-13,Primary Tumor
TCGA-E2-A15T-10A-01D-A10Z-02,Blood Derived Normal
TCGA-E2-A15T-10A-01D-A113-01,Blood Derived Normal
TCGA-E2-A15T-10A-01W-A12U-09,Blood Derived Normal
TCGA-E2-A15T-10A-01D-A110-09,Blood Derived Normal
TCGA-B6-A0I1-01A-11R-A21U-13,Primary Tumor
TCGA-B6-A0I1-01A-11D-A21Q-09,Primary Tumor
TCGA-B6-A0I1-01A-11D-A21P-01,Primary Tumor
TCGA-B6-A0I1-01A-11R-A21T-07,Primary Tumor
TCGA-B6-A0I1-01A-11W-A225-09,Primary Tumor
TCGA-B6-A0I1-01A-11D-A21R-05,Primary Tumor
TCGA-B6-A0I1-10A-01D-A21Q-09,Blood Derived Normal
TCGA-B6-A0I1-10A-01W-A225-09,Blood Derived Normal
TCGA-B6-A0I1-10A-01D-A21P-01,Blood Derived Normal
TCGA-AC-A5XU-10A-01W-A30S-09,Blood Derived Normal
TCGA-AC-A5XU-10A-01D-A28E-09,Blood Derived Normal
TCGA-AC-A5XU-10A-01D-A28D-01,Blood Derived Normal
TCGA-AC-A5XU-01A-11R-A28I-13,Primary Tumor
TCGA-AC-A5XU-01A-11R-A28M-07,Primary Tumor
TCGA-AC-A5XU-01A-11W-A30R-09,Primary Tumor
TCGA-AC-A5XU-01A-11D-A28B-09,Primary Tumor
TCGA-AC-A5XU-01A-11D-A28A-01,Primary Tumor
TCGA-AC-A5XU-01A-11D-A28C-05,Primary Tumor
TCGA-A2-A0CS-01A-11R-A114-13,Primary Tumor
TCGA-A2-A0CS-01A-11D-A111-01,Primary Tumor
TCGA-A2-A0CS-01A-11D-A10Y-09,Primary Tumor
TCGA-A2-A0CS-01A-11D-A10X-02,Primary Tumor
TCGA-A2-A0CS-01A-11R-A115-07,Primary Tumor
TCGA-A2-A0CS-01A-11W-A12T-09,Primary Tumor
TCGA-A2-A0CS-01A-11D-A112-05,Primary Tumor
TCGA-A2-A0CS-10A-01W-A12U-09,Blood Derived Normal
TCGA-A2-A0CS-10A-01D-A10Z-02,Blood Derived Normal
TCGA-A2-A0CS-10A-01D-A113-01,Blood Derived Normal
TCGA-A2-A0CS-10A-01D-A110-09,Blood Derived Normal
TCGA-AN-A0G0-01A-11X-A049-09,Primary Tumor
TCGA-AN-A0G0-01A-11X-A048-08,Primary Tumor
TCGA-AN-A0G0-01A-11W-A051-08,Primary Tumor
TCGA-AN-A0G0-01A-11W-A050-09,Primary Tumor
TCGA-AN-A0G0-01A-11D-A036-01,Primary Tumor
TCGA-AN-A0G0-01A-11D-A045-09,Primary Tumor
TCGA-AN-A0G0-01A-11D-A044-08,Primary Tumor
TCGA-AN-A0G0-01A-11D-A033-02,Primary Tumor
TCGA-AN-A0G0-01A-11D-A032-05,Primary Tumor
TCGA-AN-A0G0-01A-11R-A035-13,Primary Tumor
TCGA-AN-A0G0-01A-11R-A034-07,Primary Tumor
TCGA-AN-A0G0-10A-01X-A052-08,Blood Derived Normal
TCGA-AN-A0G0-10A-01W-A055-09,Blood Derived Normal
TCGA-AN-A0G0-10A-01D-A037-01,Blood Derived Normal
TCGA-AN-A0G0-10A-01D-A047-09,Blood Derived Normal
TCGA-AN-A0G0-10A-01X-A054-09,Blood Derived Normal
TCGA-AN-A0G0-10A-01D-A031-02,Blood Derived Normal
TCGA-AN-A0G0-10A-01D-A046-08,Blood Derived Normal
TCGA-AN-A0G0-10A-01W-A053-08,Blood Derived Normal
TCGA-A2-A1FX-10A-01W-A14R-09,Blood Derived Normal
TCGA-A2-A1FX-10A-01D-A13M-02,Blood Derived Normal
TCGA-A2-A1FX-10A-01D-A13N-01,Blood Derived Normal
TCGA-A2-A1FX-10A-01D-A13O-09,Blood Derived Normal
TCGA-A2-A1FX-01A-11R-A13P-13,Primary Tumor
TCGA-A2-A1FX-01A-11D-A13J-01,Primary Tumor
TCGA-A2-A1FX-01A-11D-A13I-02,Primary Tumor
TCGA-A2-A1FX-01A-11R-A13Q-07,Primary Tumor
TCGA-A2-A1FX-01A-11D-A13L-09,Primary Tumor
TCGA-A2-A1FX-01A-11W-A14Q-09,Primary Tumor
TCGA-A2-A1FX-01A-11D-A13K-05,Primary Tumor
TCGA-AC-A3W7-01A-11D-A228-09,Primary Tumor
TCGA-AC-A3W7-01A-11D-A22B-05,Primary Tumor
TCGA-AC-A3W7-01A-11R-A22I-13,Primary Tumor
TCGA-AC-A3W7-01A-11W-A234-09,Primary Tumor
TCGA-AC-A3W7-01A-11D-A227-01,Primary Tumor
TCGA-AC-A3W7-01A-11R-A22K-07,Primary Tumor
TCGA-AC-A3W7-10A-01W-A235-09,Blood Derived Normal
TCGA-AC-A3W7-10A-01D-A229-01,Blood Derived Normal
TCGA-AC-A3W7-10A-01D-A22A-09,Blood Derived Normal
TCGA-OL-A5RY-10A-01W-A30S-09,Blood Derived Normal
TCGA-OL-A5RY-10A-01D-A28E-09,Blood Derived Normal
TCGA-OL-A5RY-10A-01D-A28D-01,Blood Derived Normal
TCGA-OL-A5RY-01A-21R-A28M-07,Primary Tumor
TCGA-OL-A5RY-01A-21D-A28B-09,Primary Tumor
TCGA-OL-A5RY-01A-21W-A30R-09,Primary Tumor
TCGA-OL-A5RY-01A-21D-A28C-05,Primary Tumor
TCGA-OL-A5RY-01A-21R-A28I-13,Primary Tumor
TCGA-OL-A5RY-01A-21D-A28A-01,Primary Tumor
TCGA-BH-A0E7-01A-11R-A034-07,Primary Tumor
TCGA-BH-A0E7-01A-11D-A044-08,Primary Tumor
TCGA-BH-A0E7-01A-11D-A036-01,Primary Tumor
TCGA-BH-A0E7-01A-11X-A048-08,Primary Tumor
TCGA-BH-A0E7-01A-11W-A050-09,Primary Tumor
TCGA-BH-A0E7-01A-11D-A033-02,Primary Tumor
TCGA-BH-A0E7-01A-11D-A032-05,Primary Tumor
TCGA-BH-A0E7-01A-11X-A049-09,Primary Tumor
TCGA-BH-A0E7-01A-11R-A035-13,Primary Tumor
TCGA-BH-A0E7-01A-11W-A051-08,Primary Tumor
TCGA-BH-A0E7-01A-11D-A045-09,Primary Tumor
TCGA-BH-A0E7-10A-01X-A052-08,Blood Derived Normal
TCGA-BH-A0E7-10A-01D-A031-02,Blood Derived Normal
TCGA-BH-A0E7-10A-01D-A037-01,Blood Derived Normal
TCGA-BH-A0E7-10A-01W-A055-09,Blood Derived Normal
TCGA-BH-A0E7-10A-01D-A046-08,Blood Derived Normal
TCGA-BH-A0E7-10A-01D-A047-09,Blood Derived Normal
TCGA-BH-A0E7-10A-01X-A054-09,Blood Derived Normal
TCGA-BH-A0E7-10A-01W-A053-08,Blood Derived Normal
TCGA-E2-A10B-01A-11D-A10N-05,Primary Tumor
TCGA-E2-A10B-01A-11D-A125-01,Primary Tumor
TCGA-E2-A10B-01A-11D-A10L-01,Primary Tumor
TCGA-E2-A10B-01A-11W-A124-09,Primary Tumor
TCGA-E2-A10B-01A-11R-A10J-07,Primary Tumor
TCGA-E2-A10B-01A-11D-A10K-02,Primary Tumor
TCGA-E2-A10B-01A-11D-A10M-09,Primary Tumor
TCGA-E2-A10B-01A-11R-A10I-13,Primary Tumor
TCGA-E2-A10B-10A-01D-A10M-09,Blood Derived Normal
TCGA-E2-A10B-10A-01D-A10L-01,Blood Derived Normal
TCGA-E2-A10B-10A-01D-A10K-02,Blood Derived Normal
TCGA-E2-A10B-10A-01W-A124-09,Blood Derived Normal
TCGA-BH-A18J-11A-31W-A12S-09,Solid Tissue Normal
TCGA-BH-A18J-11A-31D-A12B-09,Solid Tissue Normal
TCGA-BH-A18J-11A-31D-A129-02,Solid Tissue Normal
TCGA-BH-A18J-11A-31R-A12C-13,Solid Tissue Normal
TCGA-BH-A18J-11A-31R-A12D-07,Solid Tissue Normal
TCGA-BH-A18J-11A-31D-A12E-05,Solid Tissue Normal
TCGA-BH-A18J-11A-31D-A12A-01,Solid Tissue Normal
TCGA-BH-A18J-01A-11D-A12B-09,Primary Tumor
TCGA-BH-A18J-01A-11D-A12E-05,Primary Tumor
TCGA-BH-A18J-01A-11R-A12C-13,Primary Tumor
TCGA-BH-A18J-01A-11D-A12A-01,Primary Tumor
TCGA-BH-A18J-01A-11D-A129-02,Primary Tumor
TCGA-BH-A18J-01A-11W-A12S-09,Primary Tumor
TCGA-BH-A18J-01A-11R-A12D-07,Primary Tumor
TCGA-AC-A2QH-01B-04D-A22Q-01,Primary Tumor
TCGA-AC-A2QH-01B-04D-A22N-09,Primary Tumor
TCGA-AC-A2QH-01B-04D-A22R-05,Primary Tumor
TCGA-AC-A2QH-01B-04D-A22S-26,Primary Tumor
TCGA-AC-A2QH-01B-04R-A22P-13,Primary Tumor
TCGA-AC-A2QH-01B-04R-A22O-07,Primary Tumor
TCGA-AC-A2QH-01A-11W-A19U-09,Primary Tumor
TCGA-AC-A2QH-01A-11R-A18M-07,Primary Tumor
TCGA-AC-A2QH-01A-11R-A18L-13,Primary Tumor
TCGA-AC-A2QH-01A-11D-A18P-09,Primary Tumor
TCGA-AC-A2QH-01A-11D-A18N-01,Primary Tumor
TCGA-AC-A2QH-01A-11D-A18O-05,Primary Tumor
TCGA-AC-A2QH-10A-01W-A19U-09,Blood Derived Normal
TCGA-AC-A2QH-10A-01D-A18N-01,Blood Derived Normal
TCGA-AC-A2QH-10A-01D-A18P-09,Blood Derived Normal
TCGA-BH-A0HB-10A-01W-A071-09,Blood Derived Normal
TCGA-BH-A0HB-10A-01W-A070-08,Blood Derived Normal
TCGA-BH-A0HB-10A-01D-A074-08,Blood Derived Normal
TCGA-BH-A0HB-10A-01D-A059-01,Blood Derived Normal
TCGA-BH-A0HB-10A-01D-A075-09,Blood Derived Normal
TCGA-BH-A0HB-10A-01D-A060-02,Blood Derived Normal
TCGA-BH-A0HB-10A-01X-A072-08,Blood Derived Normal
TCGA-BH-A0HB-10A-01X-A073-09,Blood Derived Normal
TCGA-BH-A0HB-01A-11W-A070-08,Primary Tumor
TCGA-BH-A0HB-01A-11R-A057-13,Primary Tumor
TCGA-BH-A0HB-01A-11D-A059-01,Primary Tumor
TCGA-BH-A0HB-01A-11D-A10P-05,Primary Tumor
TCGA-BH-A0HB-01A-11D-A060-02,Primary Tumor
TCGA-BH-A0HB-01A-11D-A058-05,Primary Tumor
TCGA-BH-A0HB-01A-11D-A074-08,Primary Tumor
TCGA-BH-A0HB-01A-11X-A072-08,Primary Tumor
TCGA-BH-A0HB-01A-11X-A073-09,Primary Tumor
